x_src,y_src,x_ref,y_ref,confidence,is_inlier
832.0000,424.0000,831.9962,423.9699,1.0000,1
352.0000,296.0000,352.0082,296.0269,1.0000,1
624.0000,88.0000,623.9821,88.0471,1.0000,1
312.0000,96.0000,312.0146,96.0057,1.0000,1
224.0000,64.0000,223.9913,64.0142,1.0000,1
88.0000,520.0000,87.9659,519.9653,1.0000,1
16.0000,488.0000,15.9638,488.0199,1.0000,1
944.0000,152.0000,944.0058,152.0166,1.0000,1
424.0000,288.0000,424.0585,288.0107,1.0000,1
24.0000,488.0000,23.8745,488.0282,1.0000,1
96.0000,520.0000,96.0319,519.9251,1.0000,1
112.0000,496.0000,112.0127,495.9811,1.0000,1
88.0000,504.0000,88.1342,504.0846,1.0000,1
120.0000,520.0000,119.9476,520.0853,1.0000,1
32.0000,512.0000,32.0947,511.8896,1.0000,1
96.0000,512.0000,96.0038,511.9485,1.0000,1
120.0000,512.0000,120.0111,512.0948,1.0000,1
120.0000,488.0000,120.0147,488.0002,1.0000,1
112.0000,488.0000,112.0468,487.9974,1.0000,1
96.0000,504.0000,96.0266,504.0908,1.0000,1
104.0000,520.0000,103.9318,519.9505,1.0000,1
104.0000,512.0000,103.9810,511.9905,1.0000,1
112.0000,512.0000,111.9870,511.9909,1.0000,1
424.0000,248.0000,423.9454,247.9955,1.0000,1
872.0000,240.0000,872.0228,239.9722,1.0000,1
872.0000,264.0000,872.0015,264.0204,1.0000,1
872.0000,248.0000,871.9832,247.9430,1.0000,1
872.0000,256.0000,871.9838,255.9963,1.0000,1
720.0000,128.0000,719.9780,127.9752,1.0000,1
752.0000,88.0000,751.9821,88.0150,1.0000,1
744.0000,96.0000,744.0055,95.9816,1.0000,1
448.0000,360.0000,447.9338,360.0148,1.0000,1
448.0000,368.0000,447.9619,367.9916,1.0000,1
464.0000,384.0000,464.0830,384.0580,1.0000,1
456.0000,376.0000,456.0589,375.9780,1.0000,1
408.0000,384.0000,407.9647,383.9541,1.0000,1
808.0000,152.0000,808.0178,152.0099,1.0000,1
784.0000,168.0000,783.9832,167.9886,1.0000,1
800.0000,136.0000,799.9545,135.9820,1.0000,1
728.0000,152.0000,727.9885,151.9296,1.0000,1
440.0000,344.0000,440.0142,344.0021,1.0000,1
448.0000,24.0000,448.0325,23.9941,1.0000,1
408.0000,24.0000,407.9888,23.9870,1.0000,1
464.0000,24.0000,463.9522,23.9768,1.0000,1
504.0000,40.0000,504.0319,39.9807,1.0000,1
472.0000,80.0000,471.9627,80.0146,1.0000,1
496.0000,96.0000,496.0573,95.9965,1.0000,1
744.0000,152.0000,743.8972,151.9992,1.0000,1
736.0000,136.0000,735.9833,136.0063,1.0000,1
704.0000,136.0000,704.0453,135.9900,1.0000,1
728.0000,144.0000,728.0118,143.9907,1.0000,1
216.0000,24.0000,216.0172,24.0101,1.0000,1
448.0000,272.0000,447.9957,272.0081,1.0000,1
440.0000,352.0000,440.0261,352.0141,1.0000,1
904.0000,320.0000,904.0004,320.0147,1.0000,1
872.0000,224.0000,872.0374,224.0046,1.0000,1
632.0000,120.0000,631.9684,120.0472,1.0000,1
608.0000,96.0000,608.0440,95.9950,1.0000,1
952.0000,120.0000,951.9818,119.9899,1.0000,1
904.0000,128.0000,903.9543,128.0031,1.0000,1
936.0000,128.0000,936.0002,128.0206,1.0000,1
600.0000,136.0000,600.0295,135.9680,1.0000,1
592.0000,136.0000,591.9402,136.0404,1.0000,1
608.0000,144.0000,607.9610,144.0620,1.0000,1
424.0000,280.0000,424.0064,280.0083,1.0000,1
920.0000,248.0000,920.0105,247.9987,1.0000,1
1000.0000,264.0000,1000.0289,263.9887,1.0000,1
944.0000,136.0000,944.0227,136.0056,1.0000,1
936.0000,152.0000,936.0053,151.9944,1.0000,1
552.0000,56.0000,552.0681,55.9679,1.0000,1
568.0000,16.0000,567.9554,15.9756,1.0000,1
600.0000,32.0000,599.9964,31.9577,1.0000,1
616.0000,24.0000,615.9374,24.0005,1.0000,1
568.0000,24.0000,568.0131,23.9671,1.0000,1
640.0000,16.0000,640.0762,15.9730,1.0000,1
656.0000,24.0000,656.0277,23.9811,1.0000,1
680.0000,352.0000,679.9836,352.0079,1.0000,1
688.0000,384.0000,688.0620,383.9986,1.0000,1
648.0000,384.0000,648.0134,384.0178,1.0000,1
648.0000,392.0000,648.0065,392.0110,1.0000,1
832.0000,48.0000,832.0443,47.9423,1.0000,1
864.0000,40.0000,863.9855,39.9916,1.0000,1
464.0000,200.0000,463.9980,199.9880,1.0000,1
600.0000,144.0000,600.0337,144.0188,1.0000,1
936.0000,272.0000,935.9927,271.9926,1.0000,1
648.0000,272.0000,647.9788,272.0306,1.0000,1
136.0000,144.0000,136.0029,144.0064,1.0000,1
272.0000,328.0000,271.8854,327.9011,1.0000,1
576.0000,40.0000,576.0436,39.9565,1.0000,1
680.0000,40.0000,679.9462,40.0323,1.0000,1
672.0000,400.0000,672.0161,400.0829,1.0000,1
672.0000,392.0000,672.0101,392.0403,1.0000,1
464.0000,440.0000,463.9826,439.9921,1.0000,1
480.0000,424.0000,479.9937,424.0196,1.0000,1
472.0000,472.0000,472.1073,471.8654,1.0000,1
480.0000,464.0000,480.0195,463.9719,1.0000,1
416.0000,264.0000,416.0147,263.9167,1.0000,1
728.0000,480.0000,728.0126,479.9994,1.0000,1
752.0000,488.0000,752.0158,488.0332,1.0000,1
632.0000,504.0000,631.9925,503.9936,1.0000,1
600.0000,504.0000,599.9961,503.9884,1.0000,1
632.0000,496.0000,631.9717,495.9684,1.0000,1
592.0000,488.0000,592.0962,488.0138,1.0000,1
272.0000,320.0000,271.9942,319.9340,1.0000,1
856.0000,272.0000,855.9497,271.9497,1.0000,1
952.0000,32.0000,952.0190,32.0199,1.0000,1
904.0000,440.0000,903.9996,439.9946,1.0000,1
904.0000,424.0000,904.0065,424.0076,1.0000,1
376.0000,424.0000,375.9973,424.0569,1.0000,1
376.0000,416.0000,375.9781,415.9966,1.0000,1
672.0000,48.0000,671.9626,47.9611,1.0000,1
888.0000,48.0000,887.9806,47.9714,1.0000,1
416.0000,40.0000,416.0056,40.0189,1.0000,1
400.0000,16.0000,400.0345,15.9931,1.0000,1
664.0000,360.0000,664.0064,359.9844,1.0000,1
680.0000,344.0000,679.9413,344.1091,1.0000,1
688.0000,360.0000,687.9669,359.9618,1.0000,1
672.0000,384.0000,672.0057,383.9898,1.0000,1
192.0000,16.0000,191.9969,15.9827,1.0000,1
936.0000,488.0000,936.0347,487.9917,1.0000,1
952.0000,496.0000,952.0327,495.9743,1.0000,1
928.0000,512.0000,927.9919,512.0030,1.0000,1
920.0000,520.0000,920.0003,520.0016,1.0000,1
944.0000,512.0000,943.9817,511.9885,1.0000,1
848.0000,136.0000,848.0007,135.9965,1.0000,1
784.0000,200.0000,783.9760,199.9734,1.0000,1
768.0000,288.0000,767.9973,288.0088,1.0000,1
848.0000,280.0000,848.0187,280.0103,1.0000,1
448.0000,352.0000,448.0336,351.9623,1.0000,1
952.0000,144.0000,952.0046,143.9939,1.0000,1
336.0000,56.0000,336.0078,55.9706,1.0000,1
456.0000,192.0000,455.9819,191.9598,1.0000,1
440.0000,136.0000,440.0059,135.9988,1.0000,1
480.0000,152.0000,479.9944,151.9691,1.0000,1
416.0000,184.0000,415.9980,184.0071,1.0000,1
480.0000,192.0000,479.9754,192.0258,1.0000,1
672.0000,280.0000,672.0468,279.9779,1.0000,1
648.0000,280.0000,647.9483,280.0261,1.0000,1
664.0000,280.0000,664.0720,279.9367,1.0000,1
672.0000,296.0000,672.0195,296.0623,1.0000,1
496.0000,328.0000,496.0117,328.0264,1.0000,1
416.0000,280.0000,415.9895,280.0486,1.0000,1
336.0000,296.0000,336.0796,296.0225,1.0000,1
328.0000,112.0000,327.9753,112.0151,1.0000,1
688.0000,40.0000,688.0421,40.0376,1.0000,1
672.0000,40.0000,672.0302,39.9509,1.0000,1
896.0000,440.0000,896.0261,440.0036,1.0000,1
928.0000,136.0000,928.0125,136.0052,1.0000,1
912.0000,432.0000,911.9908,432.0176,1.0000,1
928.0000,488.0000,927.9888,488.0072,1.0000,1
904.0000,520.0000,903.9855,519.9764,1.0000,1
952.0000,512.0000,951.9041,512.0845,1.0000,1
184.0000,24.0000,184.0280,24.0226,1.0000,1
232.0000,64.0000,232.0000,64.0093,1.0000,1
656.0000,360.0000,656.0058,360.0094,1.0000,1
680.0000,376.0000,679.9800,375.9695,1.0000,1
672.0000,352.0000,672.0123,351.9983,1.0000,1
744.0000,504.0000,743.9807,504.0070,1.0000,1
400.0000,32.0000,399.9949,32.0189,1.0000,1
440.0000,24.0000,439.9813,23.9774,1.0000,1
728.0000,504.0000,728.0181,504.0130,1.0000,1
720.0000,488.0000,719.9562,487.9708,1.0000,1
416.0000,240.0000,415.9751,239.9980,1.0000,1
424.0000,264.0000,424.0125,264.0229,1.0000,1
432.0000,208.0000,432.0279,208.0305,1.0000,1
672.0000,488.0000,672.0004,488.0375,1.0000,1
728.0000,512.0000,728.0477,511.9693,1.0000,1
736.0000,512.0000,735.9918,511.9863,1.0000,1
576.0000,504.0000,576.0240,503.9444,1.0000,1
768.0000,464.0000,768.0373,463.9876,1.0000,1
832.0000,416.0000,831.9816,415.9792,1.0000,1
288.0000,448.0000,288.0050,448.0334,1.0000,1
296.0000,432.0000,295.9625,432.0221,1.0000,1
312.0000,456.0000,311.9952,456.0517,1.0000,1
296.0000,456.0000,296.0131,456.0049,1.0000,1
344.0000,296.0000,344.0119,296.0180,1.0000,1
624.0000,488.0000,623.9799,488.0319,1.0000,1
528.0000,488.0000,527.8862,487.9086,1.0000,1
840.0000,424.0000,840.0217,424.0133,1.0000,1
352.0000,304.0000,352.0124,304.0506,1.0000,1
616.0000,136.0000,615.9530,136.0270,1.0000,1
912.0000,336.0000,911.9744,336.0311,1.0000,1
480.0000,512.0000,480.0132,511.9592,1.0000,1
472.0000,480.0000,471.9736,479.9691,1.0000,1
48.0000,200.0000,47.9955,200.0128,1.0000,1
904.0000,120.0000,904.0021,119.9904,1.0000,1
440.0000,144.0000,440.0551,144.0409,1.0000,1
400.0000,176.0000,400.0138,176.0058,1.0000,1
232.0000,200.0000,231.9987,200.0217,1.0000,1
992.0000,56.0000,991.9840,55.9884,1.0000,1
296.0000,520.0000,295.9797,519.9993,1.0000,1
848.0000,296.0000,848.0211,296.0142,1.0000,1
872.0000,272.0000,872.0220,272.0421,1.0000,1
680.0000,208.0000,680.0722,208.0218,1.0000,1
672.0000,248.0000,671.9993,248.0153,1.0000,1
696.0000,264.0000,696.0273,263.9691,1.0000,1
736.0000,208.0000,736.0119,207.9589,1.0000,1
680.0000,224.0000,680.0096,223.9915,1.0000,1
424.0000,184.0000,424.0144,184.0108,1.0000,1
360.0000,264.0000,359.9989,263.9916,1.0000,1
368.0000,416.0000,367.9288,416.0509,1.0000,1
368.0000,408.0000,367.8927,408.0121,1.0000,1
424.0000,432.0000,424.0009,431.9915,1.0000,1
448.0000,424.0000,447.9826,423.9902,1.0000,1
496.0000,440.0000,496.0000,439.9925,1.0000,1
432.0000,128.0000,431.9915,128.0159,1.0000,1
448.0000,128.0000,448.0070,127.9834,1.0000,1
920.0000,232.0000,920.0139,232.0288,1.0000,1
880.0000,256.0000,880.0021,256.0083,1.0000,1
848.0000,256.0000,847.9865,255.9869,1.0000,1
192.0000,40.0000,191.9977,39.9822,1.0000,1
296.0000,56.0000,295.9979,55.9461,1.0000,1
296.0000,48.0000,295.9629,47.9591,1.0000,1
464.0000,88.0000,463.9669,87.9882,1.0000,1
496.0000,312.0000,495.9969,311.9846,1.0000,1
528.0000,104.0000,528.0659,103.9723,1.0000,1
912.0000,400.0000,912.0392,400.0334,1.0000,1
952.0000,112.0000,951.9977,112.0043,1.0000,1
560.0000,144.0000,560.0228,144.0122,1.0000,1
920.0000,344.0000,919.9813,344.0186,1.0000,1
328.0000,64.0000,327.9939,63.9548,1.0000,1
408.0000,208.0000,407.9777,208.0260,1.0000,1
472.0000,264.0000,472.0102,263.9826,1.0000,1
872.0000,48.0000,871.9932,47.9897,1.0000,1
784.0000,192.0000,784.0189,191.9947,1.0000,1
728.0000,192.0000,727.9682,191.9211,1.0000,1
928.0000,232.0000,927.9864,232.0261,1.0000,1
392.0000,312.0000,391.9724,312.0091,1.0000,1
400.0000,304.0000,399.9512,304.0356,1.0000,1
432.0000,296.0000,431.9919,296.0280,1.0000,1
648.0000,144.0000,647.9033,143.9380,1.0000,1
568.0000,336.0000,567.9114,336.0179,1.0000,1
784.0000,328.0000,783.9963,327.9979,1.0000,1
744.0000,496.0000,744.0153,496.0104,1.0000,1
232.0000,176.0000,232.0157,175.9959,1.0000,1
488.0000,40.0000,488.0016,40.0037,1.0000,1
312.0000,520.0000,312.0251,520.0855,1.0000,1
760.0000,320.0000,760.0068,320.0196,1.0000,1
224.0000,192.0000,224.0218,192.0300,1.0000,1
656.0000,296.0000,656.0209,295.9930,1.0000,1
672.0000,288.0000,672.0399,287.9924,1.0000,1
680.0000,488.0000,679.9625,487.9749,1.0000,1
680.0000,496.0000,679.9896,495.9857,1.0000,1
256.0000,264.0000,256.0220,264.0061,1.0000,1
776.0000,216.0000,776.0234,216.0393,1.0000,1
792.0000,224.0000,792.0140,223.9602,1.0000,1
936.0000,256.0000,935.9745,256.0499,1.0000,1
624.0000,72.0000,624.0078,71.9804,1.0000,1
624.0000,80.0000,624.0479,79.9994,1.0000,1
632.0000,104.0000,632.1124,104.0148,1.0000,1
616.0000,120.0000,616.0312,119.8310,1.0000,1
624.0000,120.0000,624.0075,120.0791,1.0000,1
1000.0000,104.0000,1000.0201,104.0356,1.0000,1
672.0000,264.0000,672.0175,263.9971,1.0000,1
312.0000,512.0000,312.0171,511.9588,1.0000,1
304.0000,520.0000,304.0195,520.0078,1.0000,1
432.0000,240.0000,431.9698,239.9992,1.0000,1
424.0000,224.0000,424.0224,223.9271,1.0000,1
664.0000,64.0000,663.9765,63.9825,1.0000,1
672.0000,56.0000,672.0032,55.9789,1.0000,1
312.0000,72.0000,312.0191,72.0221,1.0000,1
912.0000,424.0000,911.9724,424.0380,1.0000,1
264.0000,304.0000,263.9791,303.9127,1.0000,1
992.0000,32.0000,991.9963,32.0127,1.0000,1
792.0000,176.0000,791.9873,175.9994,1.0000,1
944.0000,160.0000,943.9926,159.9979,1.0000,1
224.0000,40.0000,223.9866,40.0021,1.0000,1
952.0000,504.0000,952.0159,503.9941,1.0000,1
440.0000,40.0000,440.0242,39.9921,1.0000,1
928.0000,272.0000,928.0101,271.9960,1.0000,1
640.0000,392.0000,640.0557,391.9860,1.0000,1
640.0000,400.0000,640.0330,399.9799,1.0000,1
648.0000,400.0000,647.9324,400.0490,1.0000,1
280.0000,448.0000,279.9927,448.0432,1.0000,1
304.0000,448.0000,303.9828,448.0487,1.0000,1
280.0000,56.0000,279.9838,56.0192,1.0000,1
320.0000,56.0000,320.0015,55.9799,1.0000,1
352.0000,232.0000,351.9999,232.0091,1.0000,1
224.0000,24.0000,223.9894,23.9718,1.0000,1
192.0000,24.0000,191.9954,23.9928,1.0000,1
728.0000,184.0000,727.9550,183.9602,1.0000,1
920.0000,488.0000,919.9784,488.0186,1.0000,1
424.0000,216.0000,423.9960,216.0197,1.0000,1
416.0000,248.0000,415.9771,248.0128,1.0000,1
424.0000,232.0000,424.0211,231.9454,1.0000,1
400.0000,376.0000,400.0618,376.0378,1.0000,1
496.0000,392.0000,496.0005,391.9634,1.0000,1
440.0000,376.0000,439.9922,376.0390,1.0000,1
80.0000,352.0000,80.0386,351.9847,1.0000,1
504.0000,480.0000,504.0386,480.0172,1.0000,1
448.0000,504.0000,448.0384,504.0197,1.0000,1
480.0000,96.0000,479.9991,95.9933,1.0000,1
456.0000,496.0000,455.9558,495.9686,1.0000,1
312.0000,64.0000,312.0279,63.9847,1.0000,1
488.0000,480.0000,488.0241,480.0049,1.0000,1
832.0000,136.0000,832.0040,136.0031,1.0000,1
816.0000,152.0000,815.9804,152.0170,1.0000,1
744.0000,224.0000,743.9405,224.0186,1.0000,1
672.0000,208.0000,672.0270,208.0103,1.0000,1
840.0000,272.0000,840.0148,272.0058,1.0000,1
280.0000,440.0000,280.0302,440.0706,1.0000,1
432.0000,120.0000,431.9953,119.9725,1.0000,1
168.0000,416.0000,168.0880,416.0375,1.0000,1
936.0000,248.0000,935.9443,247.9242,1.0000,1
472.0000,488.0000,471.9590,487.9923,1.0000,1
80.0000,336.0000,80.0317,336.0264,1.0000,1
456.0000,352.0000,455.9508,351.9589,1.0000,1
488.0000,400.0000,488.0181,399.9824,1.0000,1
600.0000,48.0000,600.0417,48.0104,1.0000,1
576.0000,24.0000,575.9698,24.0518,1.0000,1
600.0000,24.0000,600.0725,23.9325,1.0000,1
536.0000,56.0000,535.9991,55.9631,1.0000,1
560.0000,56.0000,559.9963,56.0047,1.0000,1
584.0000,64.0000,584.0140,63.9749,1.0000,1
592.0000,56.0000,591.9352,56.0864,1.0000,1
640.0000,24.0000,640.0453,24.0641,1.0000,1
680.0000,256.0000,679.9775,255.9939,1.0000,1
576.0000,416.0000,576.0338,415.6635,1.0000,1
640.0000,264.0000,639.8833,264.0238,1.0000,1
440.0000,216.0000,440.0167,216.0331,1.0000,1
640.0000,272.0000,639.8761,271.9950,1.0000,1
232.0000,168.0000,232.0038,168.0018,1.0000,1
760.0000,328.0000,760.0162,328.0567,1.0000,1
648.0000,296.0000,647.9965,295.9852,1.0000,1
304.0000,72.0000,303.9993,71.9845,1.0000,1
776.0000,336.0000,775.9514,336.0530,1.0000,1
952.0000,104.0000,952.0344,104.0198,1.0000,1
1000.0000,88.0000,999.9763,87.8729,1.0000,1
936.0000,520.0000,935.9960,520.0205,1.0000,1
312.0000,40.0000,311.9885,40.0066,1.0000,1
560.0000,336.0000,560.0051,336.0285,1.0000,1
592.0000,168.0000,592.0673,168.0442,1.0000,1
608.0000,184.0000,608.0500,184.0288,1.0000,1
312.0000,48.0000,311.9975,48.0282,1.0000,1
288.0000,56.0000,287.9998,56.0022,1.0000,1
840.0000,408.0000,839.9855,407.9984,1.0000,1
776.0000,192.0000,775.9885,191.9237,1.0000,1
880.0000,32.0000,879.9778,32.0173,1.0000,1
312.0000,504.0000,311.9560,504.0296,1.0000,1
688.0000,224.0000,687.9446,224.0300,1.0000,1
304.0000,504.0000,303.9750,504.0010,1.0000,1
216.0000,200.0000,216.0131,199.9940,1.0000,1
512.0000,360.0000,512.0757,359.9978,1.0000,1
672.0000,360.0000,671.9952,360.0077,1.0000,1
640.0000,360.0000,639.9800,359.9867,1.0000,1
656.0000,392.0000,656.0057,391.9969,1.0000,1
48.0000,208.0000,48.0081,207.9893,1.0000,1
912.0000,120.0000,911.9824,120.0113,1.0000,1
680.0000,240.0000,680.0633,240.0336,1.0000,1
896.0000,328.0000,896.0085,327.9447,1.0000,1
896.0000,32.0000,895.8494,31.9877,1.0000,1
904.0000,408.0000,903.9807,408.0335,1.0000,1
912.0000,440.0000,912.0115,439.9828,1.0000,1
768.0000,56.0000,768.0037,56.0381,1.0000,1
776.0000,440.0000,776.0154,439.9786,1.0000,1
360.0000,224.0000,360.0335,224.0067,1.0000,1
344.0000,224.0000,344.0112,223.9902,1.0000,1
464.0000,48.0000,464.0277,48.0102,1.0000,1
784.0000,160.0000,783.9423,160.0029,1.0000,1
360.0000,280.0000,360.0096,279.9839,1.0000,1
984.0000,48.0000,984.0174,47.9925,1.0000,1
896.0000,56.0000,895.9415,56.0356,1.0000,1
592.0000,336.0000,591.9431,335.9591,1.0000,1
312.0000,32.0000,311.9779,31.9973,1.0000,1
56.0000,216.0000,55.9687,216.0141,1.0000,1
864.0000,296.0000,864.0095,296.0323,1.0000,1
640.0000,288.0000,640.0055,288.0029,1.0000,1
240.0000,168.0000,239.9828,167.9794,1.0000,1
832.0000,272.0000,831.9866,271.9984,1.0000,1
856.0000,304.0000,855.9971,304.0018,1.0000,1
88.0000,64.0000,88.0281,64.0321,1.0000,1
248.0000,40.0000,248.0127,39.9980,1.0000,1
184.0000,40.0000,183.9932,39.9897,1.0000,1
216.0000,16.0000,215.9984,16.0732,1.0000,1
928.0000,504.0000,927.9903,503.9884,1.0000,1
184.0000,32.0000,183.9831,32.0214,1.0000,1
944.0000,520.0000,943.9867,519.9962,1.0000,1
784.0000,40.0000,783.9870,40.0392,1.0000,1
704.0000,264.0000,703.9633,264.0317,1.0000,1
296.0000,72.0000,295.9922,71.9546,1.0000,1
856.0000,64.0000,855.9703,63.9946,1.0000,1
336.0000,448.0000,336.0114,447.9960,1.0000,1
456.0000,488.0000,456.0321,488.0312,1.0000,1
472.0000,496.0000,472.0145,496.0136,1.0000,1
448.0000,512.0000,448.0294,512.0069,1.0000,1
864.0000,272.0000,863.9856,271.9891,1.0000,1
856.0000,280.0000,855.9623,279.9537,1.0000,1
992.0000,48.0000,992.0084,48.0015,1.0000,1
944.0000,472.0000,944.0048,471.9936,1.0000,1
464.0000,192.0000,463.9921,191.9637,1.0000,1
656.0000,312.0000,656.0043,311.9884,1.0000,1
664.0000,288.0000,663.9679,288.0714,1.0000,1
840.0000,96.0000,840.0253,95.9869,1.0000,1
848.0000,88.0000,848.0311,88.0100,1.0000,1
816.0000,80.0000,815.9973,79.9372,1.0000,1
840.0000,80.0000,840.0633,79.9461,1.0000,1
504.0000,320.0000,503.9964,320.0105,1.0000,1
472.0000,272.0000,471.9274,271.9879,1.0000,1
352.0000,216.0000,352.0135,216.0370,1.0000,1
360.0000,248.0000,360.0014,247.9910,1.0000,1
680.0000,16.0000,680.0003,15.9714,1.0000,1
664.0000,56.0000,664.0184,55.9869,1.0000,1
656.0000,56.0000,656.0640,55.9937,1.0000,1
696.0000,48.0000,696.0040,47.9975,1.0000,1
504.0000,48.0000,504.0325,47.9979,1.0000,1
440.0000,32.0000,440.0066,32.0108,1.0000,1
448.0000,32.0000,448.0080,31.9962,1.0000,1
328.0000,184.0000,328.0277,184.0247,1.0000,1
240.0000,320.0000,239.9697,319.9727,1.0000,1
640.0000,280.0000,640.0014,280.0387,1.0000,1
712.0000,208.0000,712.0110,208.0350,1.0000,1
288.0000,488.0000,288.0537,488.1050,1.0000,1
848.0000,48.0000,847.9672,47.9487,1.0000,1
912.0000,224.0000,911.9865,224.0358,1.0000,1
896.0000,48.0000,895.9634,47.9812,1.0000,1
496.0000,48.0000,496.0122,47.9782,1.0000,1
776.0000,432.0000,776.0094,432.0027,1.0000,1
888.0000,440.0000,887.9843,440.0020,1.0000,1
928.0000,152.0000,927.9812,151.9957,1.0000,1
128.0000,144.0000,127.9970,143.9790,1.0000,1
248.0000,112.0000,247.9804,111.9728,1.0000,1
368.0000,312.0000,368.0248,311.9768,1.0000,1
280.0000,320.0000,279.7679,319.7398,1.0000,1
272.0000,336.0000,271.9733,335.9946,1.0000,1
224.0000,48.0000,224.0317,48.0066,1.0000,1
176.0000,40.0000,176.0268,39.9922,1.0000,1
560.0000,312.0000,559.9858,312.0072,1.0000,1
632.0000,288.0000,632.0135,288.0150,1.0000,1
960.0000,40.0000,959.9812,40.0033,1.0000,1
304.0000,64.0000,303.9916,63.9515,1.0000,1
344.0000,48.0000,343.9989,47.9897,1.0000,1
320.0000,32.0000,319.9632,32.0183,1.0000,1
40.0000,208.0000,40.0030,208.0108,1.0000,1
912.0000,352.0000,911.9813,351.9912,1.0000,1
904.0000,304.0000,904.0070,304.0096,1.0000,1
240.0000,272.0000,239.9717,271.9906,1.0000,1
888.0000,400.0000,888.0266,399.9886,1.0000,1
736.0000,496.0000,735.9846,496.0182,1.0000,1
728.0000,488.0000,728.0212,488.0313,1.0000,1
672.0000,496.0000,672.0154,495.9885,1.0000,1
768.0000,440.0000,767.9879,440.0082,1.0000,1
768.0000,448.0000,767.9915,447.9768,1.0000,1
752.0000,504.0000,752.0543,504.0332,1.0000,1
696.0000,112.0000,695.9882,111.9875,1.0000,1
520.0000,496.0000,519.9282,496.0249,1.0000,1
528.0000,480.0000,527.9686,480.0473,1.0000,1
600.0000,496.0000,599.9807,496.0441,1.0000,1
320.0000,72.0000,320.0018,72.0058,1.0000,1
320.0000,80.0000,319.9638,79.9842,1.0000,1
352.0000,288.0000,351.9816,288.0087,1.0000,1
888.0000,24.0000,887.9552,24.0068,1.0000,1
856.0000,48.0000,856.0153,47.9941,1.0000,1
304.0000,432.0000,304.0108,432.0034,1.0000,1
296.0000,464.0000,296.0544,463.9832,1.0000,1
296.0000,440.0000,296.0204,440.0620,1.0000,1
256.0000,272.0000,256.0010,272.0044,1.0000,1
256.0000,296.0000,255.9965,296.0310,1.0000,1
1000.0000,48.0000,1000.0122,47.9992,1.0000,1
832.0000,400.0000,831.9964,400.0067,1.0000,1
896.0000,312.0000,896.0047,312.0326,1.0000,1
896.0000,304.0000,895.9964,304.0086,1.0000,1
888.0000,40.0000,887.9649,39.9794,1.0000,1
928.0000,264.0000,927.9959,263.9940,1.0000,1
1000.0000,256.0000,999.9894,255.9250,1.0000,1
904.0000,232.0000,904.0065,231.9580,1.0000,1
336.0000,128.0000,336.0024,127.9754,1.0000,1
336.0000,120.0000,336.0041,120.0283,1.0000,1
776.0000,320.0000,776.0061,319.9709,1.0000,1
480.0000,480.0000,480.0274,480.0383,1.0000,1
856.0000,288.0000,855.9710,288.0131,1.0000,1
280.0000,432.0000,280.0589,431.9528,1.0000,1
288.0000,432.0000,287.9628,431.9999,1.0000,1
432.0000,416.0000,432.0115,416.0088,1.0000,1
464.0000,72.0000,463.9727,71.9668,1.0000,1
856.0000,264.0000,855.9878,263.9765,1.0000,1
864.0000,248.0000,863.9886,248.0164,1.0000,1
832.0000,264.0000,832.0038,264.0363,1.0000,1
784.0000,224.0000,783.9319,223.9904,1.0000,1
576.0000,432.0000,576.0352,432.0104,1.0000,1
624.0000,440.0000,623.9962,440.0672,1.0000,1
584.0000,176.0000,584.0082,176.0081,1.0000,1
936.0000,504.0000,936.0224,504.0127,1.0000,1
168.0000,400.0000,168.0055,399.9613,1.0000,1
288.0000,496.0000,287.9473,495.9619,1.0000,1
688.0000,248.0000,687.9224,248.0001,1.0000,1
128.0000,152.0000,127.9881,151.9859,1.0000,1
944.0000,264.0000,944.0059,263.9939,1.0000,1
928.0000,344.0000,927.9349,343.9901,1.0000,1
24.0000,200.0000,24.0166,200.0241,1.0000,1
896.0000,128.0000,896.0040,127.9869,1.0000,1
304.0000,56.0000,303.9809,55.9802,1.0000,1
128.0000,168.0000,128.0204,167.9876,1.0000,1
184.0000,200.0000,184.0260,200.0027,1.0000,1
720.0000,64.0000,720.0000,63.9914,1.0000,1
672.0000,64.0000,672.0418,63.9948,1.0000,1
912.0000,456.0000,912.0233,456.0056,1.0000,1
376.0000,256.0000,375.9973,256.0552,1.0000,1
768.0000,432.0000,767.9885,431.9660,1.0000,1
608.0000,168.0000,607.9622,167.9770,1.0000,1
584.0000,136.0000,584.0207,136.0031,1.0000,1
232.0000,240.0000,232.0219,240.0202,1.0000,1
624.0000,448.0000,624.0079,447.9653,1.0000,1
536.0000,440.0000,535.9233,439.9902,1.0000,1
632.0000,464.0000,631.9677,463.9636,1.0000,1
600.0000,120.0000,600.0557,120.0576,1.0000,1
632.0000,96.0000,631.9557,95.9650,1.0000,1
600.0000,112.0000,599.9545,112.0276,1.0000,1
608.0000,88.0000,607.9440,88.0433,1.0000,1
608.0000,104.0000,608.1213,103.9975,1.0000,1
840.0000,264.0000,840.0214,263.9777,1.0000,1
664.0000,200.0000,663.9853,200.0008,1.0000,1
832.0000,176.0000,832.0311,176.0074,1.0000,1
848.0000,184.0000,847.9677,183.9729,1.0000,1
344.0000,112.0000,344.0157,112.0173,1.0000,1
936.0000,120.0000,936.0013,119.9975,1.0000,1
176.0000,416.0000,175.9715,416.0098,1.0000,1
480.0000,88.0000,480.0383,88.0158,1.0000,1
